link,college name,Estd,Rating,Review,facilities,image,Address,contact_no,website 
https://collegedunia.com/college/666-bishop-cotton-womens-christian-law-college-bcwclc-bangalore,"Bishop Cotton Women's Christian Law College - [BCWCLC], Bangalore",Estd 2002,"7.1,7.1",3 reviews,"Library,Comp,Labs,Laboratory,Auditorium,Hostel,Medical,Sports,Cafeteria,",https://images.collegedunia.com/public/college_data/images/appImage/666_1444037021BCWCLC_NEW (2) edt deepika....jpg?w=1286&h=193&mode=stretch,"No 19, 3rd Cross, C.S.I. Compound, Mission Road 
 Bangalore - 560027 
 Karnataka ,    India ",",080-22121898",http://www.bcwclc.com/
https://collegedunia.com/college/55117-bgs-school-of-architecture-and-planning-bangalore,"BGS School of Architecture and Planning, Bangalore",Estd 2013,"7.5,7.5",1 reviews,"Library,Laboratory,Comp,Labs,Medical,Hostel,Auditorium,Sports,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/1602263056Screenshot20201009223142.jpg?w=1286&h=193&mode=stretch,"BGS Knowledge City, Nityanandha Nagar, K.Gollahalli Post, Bengaluru South 
 Bangalore - 560074 
 Karnataka ,    India ",",9880486622",http://bgssap.edu.in/home
https://collegedunia.com/college/19354-acharya-college-of-education-ace-bangalore,"Acharya College of Education - [ACE], Bangalore",Estd 2004,"8.0,8.0",2 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/19354_ACE_New.jpg?w=1286&h=193&mode=stretch,"Soldevanahalli, Hesarghatta Road 
 Bangalore - 560090 
 Karnataka ,    India ",",080- 28938711  ,    28372441  ,    28393542  ,    28372330",http://www.acharya.ac.in/ace.php
https://collegedunia.com/college/9182-vivekananda-college-of-law-bangalore,"Vivekananda College of Law, Bangalore",Estd 1983,"5.1,5.1",2 reviews,"Comp,Labs,Library,Sports,Medical,Cafeteria,Auditorium,Hostel,Gym,Laboratory,Security,",https://images.collegedunia.com/public/college_data/images/appImage/9182_VCOLAW_APP.jpg?w=1286&h=193&mode=stretch,"#12/1, 3rd Cross, Maruthi Extension, Gayathrinagar 
 Bangalore - 560021 
 Karnataka ,    India ",",080-23323303",http://www.vcljes.edu.in
https://collegedunia.com/college/17408-cms-business-school-jain-university-bangalore,"CMS Business School, Jain University, Bangalore","JU, Bangalore","7.6,7.6",25 reviews,"Medical,Sports,Comp,Labs,Library,Auditorium,Cafeteria,Classrooms,Wi-Fi,Campus,",https://images.collegedunia.com/public/college_data/images/appImage/1574598226CoverPhoto.jpg?w=1286&h=193&mode=stretch,"JAIN (Deemed-to-be University), No.17, Sheshadri Road, Gandhi Nagar 
 Bangalore - 560009 
 Karnataka ,    India ",",7337620222  ,    8046650122",http://bschool.cms.ac.in
https://collegedunia.com/college/2772-maharani-lakshmi-ammanni-college-for-women-mlacw-bangalore,"Maharani Lakshmi Ammanni College for Women - [MLACW], Bangalore",Estd 1972,"8.2,8.2",9 reviews,"Comp,Labs,Sports,Medical,Library,Auditorium,Hostel,Classrooms,Laboratory,E-Classroom,Cafeteria,Banks,",https://images.collegedunia.com/public/college_data/images/appImage/2772_MLACW.jpg?w=1286&h=193&mode=stretch,"18th Cross, Margosa Road, Malleshwaram 
 Bangalore - 560012 
 Karnataka ,    India ",",0802-3349311  ,    3565727  ,    3365974,9986359381",http://mlacw.edu.in
https://collegedunia.com/college/8001-kle-societys-institute-of-hotel-management-and-catering-technology-bangalore,"KLE Society's Institute of Hotel Management and Catering Technology, Bangalore",Estd 1963,,,,https://images.collegedunia.com/public/college_data/images/appImage/1587106253klesociety.jpg?w=1286&h=193&mode=stretch,"2nd Block, Rajajinagar 
 Bangalore - 560010 
 Karnataka ,    India ",",080-23320910,9448481230  ,    7795356334",https://www.klebhm.edu.in/
https://collegedunia.com/college/9027-seshadripuram-law-college-bangalore,"Seshadripuram Law College, Bangalore",Estd 1984,"6.1,6.1",3 reviews,"Sports,Library,Banks,Auditorium,Cafeteria,Medical,",https://images.collegedunia.com/public/college_data/images/appImage/9027_SESLAWCOLLEGE_APP.jpg?w=1286&h=193&mode=stretch,"No.1, Govinda Rao Street, Seshadripuram Main Road, 
 Bangalore - 560020 
 Karnataka ,    India ",",080-22955367  ,    22955362",http://www.spmlawcollege.ac.in/
https://collegedunia.com/college/17926-indo-asian-academy-degree-college-bangalore,"Indo Asian Academy Degree College, Bangalore",Estd 2006,"8.6,8.6",5 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/17926_INDIO_APP.jpg?w=1286&h=193&mode=stretch,"#10, 4th 'D' Main, HRBR Layout 2nd Block, Kalyan Nagar 
 Bangalore - 560043 
 Karnataka ,    India ",",080- 25429691  ,    25429692  ,    25444045  ,    25444004  ,    25438701,9845189250",http://www.indoasianacademy.com/
https://collegedunia.com/college/57451-international-institute-of-hotel-management-iihm-bangalore,"International Institute of Hotel Management - [IIHM], Bangalore",Estd 1994,"8.1,8.1",18 reviews,"Classrooms,Laboratory,Comp,Labs,Auditorium,Gym,Medical,Transport,Cafeteria,Security,Hostel,Library,Wi-Fi,Campus,",https://images.collegedunia.com/public/college_data/images/appImage/1521697798IIHMBANGALORE5X5FT1024.jpg?w=1286&h=193&mode=stretch,"SSK Chambers, 874/A,Krishna Temple Road, B.M Kaval, H.A.L 2nd Stage, Indiranagar 
 Bangalore - 560038 
 Karnataka ,    India ",",080-41520275  ,    42068114  ,    41520276,8892864965  ,    9902885522  ,    9591000011",https://www.iihm.ac.in/bangalore-campus/
https://collegedunia.com/university/54858-university-of-agricultural-and-horticultural-sciences-uahs-bangalore,"University of Agricultural and Horticultural Sciences - [UAHS], Bangalore",Estd 2012,"7.2,7.2",8 reviews,"Medical,Sports,Auditorium,Cafeteria,Comp,Labs,Library,Laboratory,Hostel,Classrooms,Security,",https://images.collegedunia.com/public/college_data/images/appImage/54858_UAHS_NEW.jpg?w=1286&h=193&mode=stretch,"State Highway 57, Savalanga Road, Shivamogga 
 Bangalore - 577204 
 Karnataka ,    India ",",08182-267011,9480838958  ,    9480838955",http://uahs.in/
https://collegedunia.com/college/7554-bangalore-institute-of-dental-sciences-and-hospital-and-post-graduate-research-centre-bangalore,"Bangalore Institute of Dental Sciences and Hospital and Post Graduate Research Centre, Bangalore",Estd 1991,"8.5,8.5",1 reviews,"Hostel,Cafeteria,Laboratory,Comp,Labs,Medical,Auditorium,Sports,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/7554_BIDS.jpg?w=1286&h=193&mode=stretch,"5/3, Hosur Main Road Opp. to Lakkasandra Bus Stop 
 Bangalore - 560029 
 Karnataka ,    India ",",080-26564336  ,    26564332  ,    26562777  ,    Principal -  26562777",http://www.bids.edu
https://collegedunia.com/college/9213-aditya-bangalore-institute-of-pharmacy-education-and-research-bangalore,"Aditya Bangalore Institute of Pharmacy Education and Research, Bangalore",Estd 1998,"4.3,4.3",5 reviews,"Library,Auditorium,Wi-Fi,Campus,Laboratory,",https://images.collegedunia.com/public/college_data/images/appImage/9213_slider-1.jpg?w=1286&h=193&mode=stretch,"No.12, Kogilu Main Road, Behind Shri Annapurneshwari Temple 
 Bangalore - 560064 
 Karnataka ,    India ",",080-28571292  ,    28571293,9742292001",http://www.adityapharmacy.com/index.html
https://collegedunia.com/university/25594-azim-premji-university-bangalore,"Azim Premji University, Bangalore",Estd 2010,"8.8,8.8",30 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Library,Hostel,Laboratory,Classrooms,Auditorium,Security,",https://images.collegedunia.com/public/college_data/images/appImage/1507711923NEW1.png?w=1286&h=193&mode=stretch,"PES Campus, Pixel Park, B Block Electronics City, Hosur Road (Beside NICE Road) 
 Bangalore - 560100 
 Karnataka ,    India ",",Toll Free No. -  1800-843-2001,8971889988",http://azimpremjiuniversity.edu.in
https://collegedunia.com/college/19495-amitha-bed-teachers-training-college-bangalore,"Amitha B.Ed. Teachers Training College, Bangalore",Estd 2004,,,,https://images.collegedunia.com/public/college_data/images/appImage/19495_ABTTC_New.jpg?w=1286&h=193&mode=stretch,"C.A.NO. 2, III MAIN, W.O.C. ROAD, II STAGE, Basaveshwar Nagar 
 Bangalore - 560086 
 Karnataka ,    India ",",080-23493434",http://www.amithabedcollege.org
https://collegedunia.com/college/8795-indira-priyadarshini-college-of-law-bangalore,"Indira Priyadarshini College of Law, Bangalore",Estd 1984,,,,https://images.collegedunia.com/public/college_data/images/appImage/8795_IPLAWC_APP.jpg?w=1286&h=193&mode=stretch,"	
# 1, College Road,
6th Cross, Santoshnagar,
Attur, Attur Post,
Yelahanka New Town,
(Near KHB 4th Phase) 
 Bangalore - 560064 
 Karnataka ,    India ",",08022746789  ,    22746798,9845439737",http://www.ipcollegeoflaw.com/
https://collegedunia.com/college/5529-acharyas-nrv-school-of-architecture-anrvsa-bangalore,"Acharya's  NRV  School of Architecture - [ANRVSA], Bangalore",Estd 2009,"8.4,8.4",4 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Transport,Security,Classrooms,Wi-Fi,Campus,",https://images.collegedunia.com/public/college_data/images/appImage/5529_Acharya_App.jpg?w=1286&h=193&mode=stretch,"Acharya Dr. Sarvepalli, Radhakrishnan Road, Acharya PO, Soladevanahalli 
 Bangalore - 560107 
 Karnataka ,    India ",",080-23722222,9731797677",https://acharya.ac.in/acharya's-nrv-school-of-architecture.html
https://collegedunia.com/university/56100-cmr-university-cmru-bangalore,"CMR University - [CMRU], Bangalore",Estd 2013,"7.7,7.7",41 reviews,"Comp,Labs,Laboratory,Classrooms,Library,Transport,Sports,Auditorium,Medical,Cafeteria,Wi-Fi,Campus,E-Classroom,Hostel,Security,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/15519397363.jpg?w=1286&h=193&mode=stretch,"Off Hennur, Bagalur Main Road,Chagalatti, 
 Bangalore - 562149 
 Karnataka ,    India ",",080-25426977  ,    25426988  ,    25427700,9342900666",http://www.cmr.edu.in/
https://collegedunia.com/college/77-acharya-institute-of-graduate-studies-aigs-bangalore,"Acharya Institute of Graduate Studies - [AIGS], Bangalore",Estd 2005,"8.0,8.0",20 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Security,",https://images.collegedunia.com/public/college_data/images/appImage/77_AIG_APP.jpg?w=1286&h=193&mode=stretch,"Acharya Dr. Sarvepalli Radhakrishnan Road, Acharya PO 
 Bangalore - 560107 
 Karnataka ,    India ",",080-23722222",https://acharya.ac.in/acharya-institute-of-graduate-studies.html
https://collegedunia.com/university/25603-indian-institute-of-science-iisc-bangalore,"Indian Institute of Science - [IISc], Bangalore",Estd 1909,"9.0,9.0",19 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Banks,",https://images.collegedunia.com/public/college_data/images/appImage/1562240371cover.jpg?w=1286&h=193&mode=stretch,"CV Raman Road 
 Bangalore - 560012 
 Karnataka ,    India ",",080-22932210  ,    22932977  ,    Registrar -  23600757",https://www.iisc.ac.in/
https://collegedunia.com/college/359-bes-degree-college-jayanagar-bangalore,"BES  Degree College Jayanagar, Bangalore","BU, Bangalore","7.4,7.4",4 reviews,"Comp,Labs,Medical,Cafeteria,Laboratory,Library,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/359_BES_APP.jpg?w=1286&h=193&mode=stretch,"16th Main, 4th Block, Jayanagar 
 Bangalore - 560011 
 Karnataka ,    India ",",080-26638415  ,    26637295",http://besinstitutions.edu.in/bes-degree-college.php
https://collegedunia.com/university/54859-reva-university-bangalore,"REVA University, Bangalore",Estd 2012,"8.4,8.4",210 reviews,"Hostel,Sports,Cafeteria,Auditorium,Comp,Labs,Library,Laboratory,Transport,Medical,Security,",https://images.collegedunia.com/public/college_data/images/appImage/54859_Reva.jpg?w=1286&h=193&mode=stretch,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka 
 Bangalore - 560064 
 Karnataka ,    India ",",080-46966966,90211 90211",http://reva.edu.in
https://collegedunia.com/university/28986-narsee-monjee-institute-of-management-studies-nmims-university-bangalore,"Narsee Monjee Institute of Management Studies - [NMIMS University], Bangalore",Estd 2008,"7.6,7.6",47 reviews,"Library,Laboratory,Comp,Labs,Cafeteria,Auditorium,Hostel,Transport,Sports,Classrooms,Communication,Centre,",https://images.collegedunia.com/public/college_data/images/appImage/28986_bg.jpg?w=1286&h=193&mode=stretch,"11, Kaveri Regent Coronet, Koramangala 3rd Block, 7th Main, 80ft Road 
 Bangalore - 560034 
 Karnataka ,    India ",",080–40855555  ,    40855508",http://www.nmimsbengaluru.org/
https://collegedunia.com/college/7289-bhartiya-vidya-bhavans-harilal-bhagwati-college-of-communication-and-management-bangalore,"Bhartiya Vidya Bhavan's Harilal Bhagwati College of Communication and Management, Bangalore",Estd 1967,,,,https://images.collegedunia.com/public/college_data/images/appImage/7289_BVBHBCCM_New.jpg?w=1286&h=193&mode=stretch,"Bharatiya Vidya Bhavan, 43/1, Race Course Road 
 Bangalore - 560001 
 Karnataka ,    India ",",080- 22201959",http://www.bhavans.info/rpimc/rpimc08.asp
https://collegedunia.com/college/7596-dr-syamala-reddy-dental-college-and-research-centre-bangalore,"Dr Syamala Reddy Dental College and Research Centre, Bangalore",Estd 1991,"8.3,8.3",2 reviews,,https://images.collegedunia.com/public/college_data/images/appImage/7596_SRDCRC_New.jpg?w=1286&h=193&mode=stretch,"111/1 SGR College Main Road, Munnekolala 
 Bangalore - 560071 
 Karnataka ,    India ",",080-42229001,7829455166",http://www.sgrinstitution.org/dental_contact.html
https://collegedunia.com/college/9641-mes-college-of-pharmacy-bangalore,"MES College of Pharmacy, Bangalore",Estd 1993,"8.0,8.0",2 reviews,"Library,Hostel,Cafeteria,Laboratory,Comp,Labs,Auditorium,Sports,Medical,",https://images.collegedunia.com/public/college_data/images/appImage/9641_MESCOP_APP.jpg?w=1286&h=193&mode=stretch,"Sy no 151, Aradeshahalli Gate, Dodabalapur Main Road 
 Bangalore - 562110 
 Karnataka ,    India ",",9342859503  ,    9342850853  ,    9742663730",http://www.mescollegeofpharmacy.com/
https://collegedunia.com/college/11178-vydehi-institute-of-medical-sciences-and-research-centre-vims-bangalore,"Vydehi Institute of Medical Sciences and Research Centre - [VIMS], Bangalore",Estd 2000,"8.2,8.2",26 reviews,"Medical,Cafeteria,Library,Hostel,Gym,Classrooms,Comp,Labs,Auditorium,Laboratory,Sports,",https://images.collegedunia.com/public/college_data/images/appImage/11178_hero-about-us.jpg?w=1286&h=193&mode=stretch,"#82, Nallurahalli, Near BMTC 18th Depot, Whitefield, 
 Bangalore - 560066 
 Karnataka ,    India ",",080-28412956  ,    28416199  ,    28413381  ,    28413382  ,    28413383  ,    28413384  ,    28413385",http://www.vims.ac.in
https://collegedunia.com/university/25591-alliance-university-bangalore,"Alliance University, Bangalore",Estd 2010,"7.9,7.9",116 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1519368529AdminPic.jpg?w=1286&h=193&mode=stretch,"Chikkahagade Cross, Chandapura - Anekal Main Road, Anekal 
 Bangalore - 562106 
 Karnataka ,    India ",",46199000  ,    46199100  ,    41299200",https://alliance.edu.in/
https://collegedunia.com/college/497-bangalore-city-college-bcc-bangalore,"Bangalore City College - [BCC], Bangalore",Estd 1999,"5.7,5.7",7 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/1571293092r4rfhrf3.jpeg?w=1286&h=193&mode=stretch,"160, Chelekere Main Road, Banaswadi Outer Ring Road Kalyanagar Post, Behind BTS Bus Depot 
 Bangalore - 560043 
 Karnataka ,    India ",",Office -  080-25459956  ,    Admission -  25439953,Admission Cell -  9900568523  ,    Principal -  93413 49598",http://www.bangalorecitycollege.org
https://collegedunia.com/university/56371-presidency-university-bangalore,"Presidency University, Bangalore",Estd 2015,"8.1,8.1",69 reviews,"Library,Classrooms,Sports,Cafeteria,Gym,Banks,Medical,Laboratory,Comp,Labs,Auditorium,",https://images.collegedunia.com/public/college_data/images/appImage/_51.jpg?w=1286&h=193&mode=stretch,"Itgalpur Rajanakunte, Yelahanka 
 Bangalore - 560064 
 Karnataka ,    India ",",080-49255533,9243117175",http://presidencyuniversity.in/
https://collegedunia.com/college/9184-vivekananda-degree-college-bangalore,"Vivekananda Degree College, Bangalore","BU, Bangalore","7.4,7.4",14 reviews,"Library,Sports,Gym,Auditorium,Canteen,Banks,Medical,",https://images.collegedunia.com/public/college_data/images/appImage/9184_VDC_APP.jpg?w=1286&h=193&mode=stretch,"2nd Stage, Dr Rajkumar Road, Opposite Gw Factory Rajaji Nagar 
 Bangalore - 560055 
 Karnataka ,    India ",",080-23577334  ,    23371952",http://vdcjes.edu.in/
https://collegedunia.com/college/17834-icfai-business-school-ibs-bangalore,"ICFAI Business School - [IBS], Bangalore",Private Institute,"8.2,8.2",16 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Library,Auditorium,Laboratory,Classrooms,Security,",https://images.collegedunia.com/public/college_data/images/appImage/17834_IBS.jpg?w=1286&h=193&mode=stretch,"No:231, Baba Sabarapalya,Near Check Post,
Next HP Petrol Bunk,Mysore Road, Kengeri, 
 Bangalore - 560060 
 Karnataka ,    India ",",080-66222222",http://www.ibsindia.org/ibs-bengaluru/
https://collegedunia.com/college/18088-international-institute-of-business-studies-iibs-bangalore,"International Institute of Business Studies - [IIBS], Bangalore",Estd 2008,"8.6,8.6",34 reviews,"Medical,Sports,Comp,Labs,Laboratory,Library,Auditorium,Cafeteria,Classrooms,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/1487058767IIBSAppNew.jpg?w=1286&h=193&mode=stretch,"#75,  Muthugadahalli,  North Jala Hobli, Near International Airport 
 Bangalore - 562157 
 Karnataka ,    India ",",9000453555  ,    8088422549",http://www.iibsonline.com/
https://collegedunia.com/college/18293-koshys-institute-of-management-studies-koshys-bangalore,"Koshys Institute of Management Studies - [KOSHYS], Bangalore",Estd 2003,"8.0,8.0",43 reviews,"Medical,Sports,Comp,Labs,Laboratory,Library,Auditorium,Cafeteria,Classrooms,Security,Hostel,Wi-Fi,Campus,Gym,",https://images.collegedunia.com/public/college_data/images/appImage/1544443529DJI0046edited.jpg?w=1286&h=193&mode=stretch,"No.31/1, Kadusonnapana Halli, Hennur-Bagalur Road, Kannur 
 Bangalore - 562149 
 Karnataka ,    India ",",080-88660000",https://www.kgi.edu.in/kims/
https://collegedunia.com/college/6933-osteen-college-bangalore,"Osteen College, Bangalore",Estd 2006,,,,https://images.collegedunia.com/public/college_data/images/appImage/6933_OSTEEN_APP.jpg?w=1286&h=193&mode=stretch,"Sri Gauri Chambers, 61, 5th Main Road, Chamrajpet 
 Bangalore - 560018 
 Karnataka ,    India ",",080-22421076  ,    42129903,7676488899  ,    9972219427",http://www.osteencollege.com/
https://collegedunia.com/college/17721-gems-b-school-gems-bangalore,"GEMS B School - [GEMS], Bangalore",Estd 1982,"8.1,8.1",13 reviews,"Library,Laboratory,Auditorium,Cafeteria,Medical,Classrooms,Wi-Fi,Campus,E-Classroom,Sports,Security,",https://images.collegedunia.com/public/college_data/images/appImage/17721_GEMSB_APP.jpg?w=1286&h=193&mode=stretch,"Royal Cottage, The Bangalore Palace, Vasanthnagar 
 Bangalore - 560052 
 Karnataka ,    India ",",080-23560387  ,    23560389,9980288869  ,    9880926611  ,    9632205138  ,    9845125069",http://www.gemsbschool.com/
https://collegedunia.com/college/18119-international-school-of-management-excellence-isme-bangalore,"International School of Management Excellence -
 [ISME], Bangalore",Estd 2006,"7.9,7.9",41 reviews,"Sports,Medical,Cafeteria,Library,Hostel,Classrooms,E-Classroom,Transport,Auditorium,Comp,Labs,Wi-Fi,Campus,Security,",https://images.collegedunia.com/public/college_data/images/appImage/1540030295mini1ISMEBuilding.jpg?w=1286&h=193&mode=stretch,"Sy. No. 88, Chembanahalli, Near Dommasandra Circle, Sarjapur Road 
 Bangalore - 562125 
 Karnataka ,    India ",",080-28416767,8880612345",http://www.isme.in
https://collegedunia.com/university/56416-symbiosis-international-university-siub-bangalore,"Symbiosis International University - [SIUB], Bangalore",Deemed University,"9.3,9.3",29 reviews,"Wi-Fi,Campus,Comp,Labs,Library,Laboratory,Cafeteria,Medical,Auditorium,E-Classroom,Classrooms,Sports,Hostel,Gym,Security,",https://images.collegedunia.com/public/college_data/images/appImage/56416_2011051812222632_556455689_016d6175e3.jpg?w=1286&h=193&mode=stretch,"95/1, 95/2, Electronics City Phase-1, Hosur Road 
 Bangalore - 560100 
 Karnataka ,    India ",",SIBM Office -  080-67139452  ,    SSMC Office -  67139520",http://siu.edu.in/symbiosis-bengaluru-campus.php
https://collegedunia.com/college/12715-acharya-institute-of-technology-ait-bangalore,"Acharya Institute of Technology - [AIT], Bangalore","VTU, Belgaum","7.9,7.9",130 reviews,"Medical,Sports,Comp,Labs,Laboratory,Library,Auditorium,Cafeteria,Classrooms,Transport,Wi-Fi,Campus,Hostel,Security,",https://images.collegedunia.com/public/college_data/images/appImage/1503905250cover.jpg?w=1286&h=193&mode=stretch,"Acharya Dr. Sarvepalli Radhakrishnan Road, Acharya Post Office, Soladevanahalli, 
 Bangalore - 560107 
 Karnataka ,    India ",",080-23722222,9731797677  ,    9731705566",https://www.acharya.ac.in/acharya-institute-of-technology.html
https://collegedunia.com/college/12989-bangalore-institute-of-technology-bit-bangalore,"Bangalore Institute of Technology - [BIT], Bangalore",Estd 1979,"7.6,7.6",127 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/1485945274c1.jpg?w=1286&h=193&mode=stretch,"K.R. Road, V. V. Puram 
 Bangalore - 560004 
 Karnataka ,    India ",",080-26615865  ,    26613237",http://bit-bangalore.edu.in/
https://collegedunia.com/college/59795-nettur-technical-training-foundation-nttf-bangalore,"Nettur Technical Training Foundation - [NTTF], Bangalore",Estd 1959,"8.1,8.1",27 reviews,"Library,Hostel,Comp,Labs,Sports,Medical,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/1551680299ttcoverview.jpg?w=1286&h=193&mode=stretch,"Post Box No. 5857, #23/24, II Phase Peenya Industrial Area 
 Bangalore - 560058 
 Karnataka ,    India ",",Toll Free -  18001036883",https://nttftrg.com/home
https://collegedunia.com/college/17046-aakson-institute-for-management-studies-aims-bangalore,"Aakson Institute for Management Studies - [AIMS], Bangalore",Estd 1977,"9.6,9.6",3 reviews,"Library,Laboratory,Gym,Cafeteria,Sports,Auditorium,Medical,Comp,Labs,Hostel,",https://images.collegedunia.com/public/college_data/images/appImage/17046_aakson_new.jpg?w=1286&h=193&mode=stretch,"14, KHB Main Road, Kanaka Nagar, RT Nagar 
 Bangalore - 560032 
 Karnataka ,    India ",",080-23542565  ,    23432310",http://www.aaksonedu.org/aims.html
https://collegedunia.com/college/19758-bangalore-city-college-of-education-bangalore,"Bangalore City College of Education, Bangalore","BU, Bangalore",,,,https://images.collegedunia.com/public/college_data/images/appImage/19758_BCC_APP.jpg?w=1286&h=193&mode=stretch,"160, Chelekere Main Road, Banaswadi Outer Ring Road, Kalyanagar Post, Behind BTS Bus Depot, 
 Bangalore - 560043 
 Karnataka ,    India ",",+91-80-2545 9956  ,    25439953  ,    2543 9954  ,    2543 9955  ,    2543 9956",http://www.bangalorecitycollege.org/
https://collegedunia.com/college/12679-amc-engineering-college-amc-bangalore,"AMC Engineering College - [AMC], Bangalore",Estd 1999,"7.2,7.2",64 reviews,"Comp,Labs,Medical,Laboratory,Library,Auditorium,Hostel,Sports,Gym,Cafeteria,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/12679_AMC.jpg?w=1286&h=193&mode=stretch,"18th K.M. Bannerghatta Main Road, Bannerghatta Main Road 
 Bangalore - 560083 
 Karnataka ,    India ",",Admissions -  7349070707  ,    Training & Placements -  9902044117  ,    HR Department -  9741551588  ,    Examination Department -  9448710823",https://www.amcgroup.edu.in/
https://collegedunia.com/college/14164-mvj-college-of-engineering-mvjce-bangalore,"MVJ College of Engineering - [MVJCE], Bangalore",Estd 1982,"7.7,7.7",177 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Transport,Classrooms,Banks,Security,Wi-Fi,Campus,",https://images.collegedunia.com/public/college_data/images/appImage/14164_MVJ_NEW.jpg?w=1286&h=193&mode=stretch,"Near ITPB, Whitefield 
 Bangalore - 560067 
 Karnataka ,    India ",",Reception -  080-42991040  ,    Placement -  42991000,9886069587  ,    9945634658",http://www.mvjce.edu.in
https://collegedunia.com/university/54849-rai-technology-university-rtu-bangalore,"Rai Technology University - [RTU], Bangalore",Estd 2013,"8.1,8.1",22 reviews,"Library,Laboratory,Comp,Labs,Auditorium,Cafeteria,Transport,Sports,Medical,Hostel,Communication,Centre,",https://images.collegedunia.com/public/college_data/images/appImage/54849_RTU_NEW.jpg?w=1286&h=193&mode=stretch,"11th mile Gallu, Doddaballapur - Nelamangala Road, Mallohalli Village, Kadanur, Madure , Doddaballapur Taluk 
 Bangalore - 561204 
 Karnataka ,    India ",",8700297631",https://raitechuniversity.in/
https://collegedunia.com/college/56795-gibs-b-school-bangalore,"GIBS B School, Bangalore",Estd 2014,"8.4,8.4",29 reviews,"Library,Comp,Labs,Auditorium,Classrooms,Hostel,Cafeteria,Sports,Medical,Gym,Swimming,Pool,Security,",https://images.collegedunia.com/public/college_data/images/appImage/1578986684113.jpg?w=1286&h=193&mode=stretch,"#44/2/8/5, Mylasandra Road, Off Begur Koppa Road,
Next to Eternity Ecstasy Apartment 
 Bangalore - 560068 
 Karnataka ,    India ",",Admission -  8050300060  ,    8050300070",http://gibsbschool.com/
https://collegedunia.com/college/13557-global-academy-of-technology-gat-bangalore,"Global Academy of Technology - [GAT], Bangalore",Estd 2001,"7.8,7.8",50 reviews,"Comp,Labs,Sports,Cafeteria,Laboratory,Library,Auditorium,Hostel,Gym,Medical,Security,Wi-Fi,Campus,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/13557_GAT_New.jpg?w=1286&h=193&mode=stretch,"Rajarajeshwarinagar (off Mysore Road), Ideal Homes Township 
 Bangalore - 560098 
 Karnataka ,    India ",",080-28603158,9591510211  ,    9243190105",http://www.gat.ac.in/
https://collegedunia.com/college/13688-hkbk-college-of-engineering-hkbkce-bangalore,"HKBK College of Engineering - [HKBKCE], Bangalore",Estd 1997,"6.7,6.7",54 reviews,"Comp,Labs,Sports,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Gym,Classrooms,Security,Transport,",https://images.collegedunia.com/public/college_data/images/appImage/1579601241Annotation2020011810190D.jpg?w=1286&h=193&mode=stretch,"22/1, Opposite, Manyata Tech Park Road, Vyalikaval Society, Nagawara 
 Bangalore - 560045 
 Karnataka ,    India ",",Reception -  080-25441722,Admission -  9035022250",http://hkbk.edu.in/
https://collegedunia.com/university/25600-gitam-bangalore,"GITAM, Bangalore",Estd 2012,"7.3,7.3",15 reviews,"Comp,Labs,Sports,Gym,Medical,Cafeteria,Laboratory,Library,Auditorium,Hostel,Classrooms,",https://images.collegedunia.com/public/college_data/images/appImage/1549272400SMS88882.jpg?w=1286&h=193&mode=stretch,"NH-207 Nagadenahalli, Doddaballapur Taluk 
 Bangalore - 561203 
 Karnataka ,    India ",",080-28098000  ,    28098007,9108514034  ,    9108514028  ,    8971199907",http://gitam.edu/
